;crime;penalty
434;Przepisy art. 277c nadzwyczajne złagodzenie kary lub odstąpienie od wymierzenia kary wobec sprawcy przestępstwa fałszowania faktur lub ich używania za autentyczne § 1 i 3 stosuje się odpowiednio do sprawcy, który po wszczęciu postępowania ujawnił wobec organu powołanego do ścigania przestępstw wszystkie jemu znane, a nieznane dotychczas temu organowi istotne okoliczności przestępstwa, a także wskazał czyny pozostające w związku z popełnionym przez niego przestępstwem i ich sprawców.;
435;§ 1. Kto zabiera w celu przywłaszczenia cudzą rzecz ruchomą,;
436; 3. W wypadku mniejszej wagi, sprawca czynu określonego w § 1, 1a lub 2;
437; 3a. Kto dopuszcza się kradzieży szczególnie zuchwałej,;
438; 4. Jeżeli kradzież popełniono na szkodę osoby najbliższej, ściganie następuje na wniosek pokrzywdzonego.;
439; 5. Przepisy § 1, 3, 3a i 4 stosuje się odpowiednio do kradzieży energii.;
440;;
441;§ 1. Kto kradnie z włamaniem,;
442; 2. Jeżeli kradzież z włamaniem popełniono na szkodę osoby najbliższej, ściganie następuje na wniosek pokrzywdzonego.;
443;§ 1. Kto kradnie, używając przemocy wobec osoby lub grożąc natychmiastowym jej użyciem albo doprowadzając człowieka do stanu nieprzytomności lub bezbronności,;
444; 2. Jeżeli sprawca rozboju posługuje się bronią palną, nożem lub innym podobnie niebezpiecznym przedmiotem lub środkiem obezwładniającym albo działa w inny sposób bezpośrednio zagrażający życiu lub wspólnie z inną osobą, która posługuje się taką bronią, przedmiotem, środkiem lub sposobem,;
445;Kto, w celu utrzymania się w posiadaniu zabranej rzeczy, bezpośrednio po dokonaniu kradzieży, używa przemocy wobec osoby lub grozi natychmiastowym jej użyciem albo doprowadza człowieka do stanu nieprzytomności lub bezbronności,;
446;§ 1. Kto, w celu osiągnięcia korzyści majątkowej, przemocą, groźbą zamachu na życie lub zdrowie albo gwałtownego zamachu na mienie, doprowadza inną osobę do rozporządzenia mieniem własnym lub cudzym albo do zaprzestania lub ograniczenia działalności gospodarczej,;
447;W wypadku mniejszej wagi, sprawca czynu określonego w art. 279 kradzież z włamaniem § 1, art. 280 rozbój § 1, art. 281 kradzież rozbójnicza lub art. 282 wymuszenie rozbójnicze,;
448;§ 1. Kto przywłaszcza sobie cudzą rzecz ruchomą lub prawo majątkowe,;
449; 2. Kto przywłaszcza sobie powierzoną mu rzecz ruchomą,;
450; 3. W wypadku mniejszej wagi lub przywłaszczenia rzeczy znalezionej, sprawca;
451; 4. Jeżeli przywłaszczenie nastąpiło na szkodę osoby najbliższej, ściganie następuje na wniosek pokrzywdzonego.;
452;§ 1. Kto, włączając się do urządzenia telekomunikacyjnego, uruchamia na cudzy rachunek impulsy telefoniczne,;
453; 2. Jeżeli czyn określony w § 1 popełniono na szkodę osoby najbliższej, ściganie następuje na wniosek pokrzywdzonego.;
454;§ 1. Kto, w celu osiągnięcia korzyści majątkowej, doprowadza inną osobę do niekorzystnego rozporządzenia własnym lub cudzym mieniem za pomocą wprowadzenia jej w błąd albo wyzyskania błędu lub niezdolności do należytego pojmowania przedsiębranego działania,;
455; 3. W wypadku mniejszej wagi, sprawca;
456; 4. Jeżeli czyn określony w § 1-3 popełniono na szkodę osoby najbliższej, ściganie następuje na wniosek pokrzywdzonego.;
457;§ 1. Kto, w celu osiągnięcia korzyści majątkowej lub wyrządzenia innej osobie szkody, bez upoważnienia, wpływa na automatyczne przetwarzanie, gromadzenie lub przekazywanie danych informatycznych lub zmienia, usuwa albo wprowadza nowy zapis danych informatycznych,;
458; 2. W wypadku mniejszej wagi, sprawca;
459; 3. Jeżeli oszustwo popełniono na szkodę osoby najbliższej, ściganie następuje na wniosek pokrzywdzonego.;
460;§ 1. Kto cudzą rzecz niszczy, uszkadza lub czyni niezdatną do użytku,;
461; 2. W wypadku mniejszej wagi, sprawca;
462; 3. Karze określonej w § 1 podlega także ten, kto przerywa lub uszkadza kabel podmorski albo narusza przepisy obowiązujące przy zakładaniu lub naprawie takiego kabla.;
463; 4. Ściganie przestępstwa określonego w § 1 lub 2 następuje na wniosek pokrzywdzonego.;
464;§ 1. Kto zabiera w celu krótkotrwałego użycia cudzy pojazd mechaniczny,;
465; 2. Jeżeli sprawca czynu określonego w § 1 pokonuje zabezpieczenie pojazdu przed jego użyciem przez osobę nieupoważnioną, pojazd stanowi mienie znacznej wartości albo sprawca następnie porzuca pojazd w stanie uszkodzonym lub w takich okolicznościach, że zachodzi niebezpieczeństwo utraty lub uszkodzenia pojazdu albo jego części lub zawartości,;
466; 3. Jeżeli czyn określony w § 1 popełniono używając przemocy lub grożąc natychmiastowym jej użyciem albo doprowadzając człowieka do stanu nieprzytomności lub bezbronności, sprawca;
467; 4. W wypadkach określonych w § 1-3 sąd może wymierzyć grzywnę obok kary pozbawienia wolności.;
468; 5. Jeżeli czyn określony w § 1-3 popełniono na szkodę osoby najbliższej, ściganie następuje na wniosek pokrzywdzonego.;
469;§ 1. Kto w celu przywłaszczenia dopuszcza się wyrębu drzewa w lesie,;
470;odpowiedzialności jak za kradzież.;
471; 2. W razie skazania za wyrąb drzewa albo za kradzież drzewa wyrąbanego lub powalonego, sąd orzeka na rzecz pokrzywdzonego nawiązkę w wysokości podwójnej wartości drzewa.;
472;§ 1. Kto rzecz uzyskaną za pomocą czynu zabronionego nabywa lub pomaga do jej zbycia albo tę rzecz przyjmuje lub pomaga do jej ukrycia,;
473; 2. W wypadku mniejszej wagi, sprawca;
474;§ 1. Kto rzecz, o której na podstawie towarzyszących okoliczności powinien i może przypuszczać, że została uzyskana za pomocą czynu zabronionego, nabywa lub pomaga do jej zbycia albo tę rzecz przyjmuje lub pomaga do jej ukrycia,;
475; 2. W wypadku znacznej wartości rzeczy, o której mowa w § 1, sprawca;
476;§ 1. Przepisy art. 291 paserstwo umyślne i art. 292 paserstwo nieumyślne stosuje się odpowiednio do programu komputerowego.;
477; 2. Sąd może orzec przepadek rzeczy określonej w § 1 oraz w art. 291 paserstwo umyślne i art. 292 paserstwo nieumyślne, chociażby nie stanowiła ona własności sprawcy.;
478;§ 1. Kto dopuszcza się przestępstwa określonego w art. 278 kradzież § 1, 1a, 2, 3a lub 5, art. 284 przywłaszczenie § 1 lub 2, art. 285 uruchomienie na cudzy rachunek impulsów telefonicznych § 1, art. 286 oszustwo § 1 lub 2, art. 287 oszustwo komputerowe § 1, art. 288 zniszczenie cudzej rzeczy § 1 lub 3, art. 290 kradzież drzewa z lasu § 1 lub w art. 291 paserstwo umyślne § 1, w stosunku do mienia znacznej wartości,;
479; 3. Kto dopuszcza się przestępstwa określonego w art. 278 kradzież § 1, 1a, 2, 3a lub 5, art. 279 kradzież z włamaniem § 1, art. 280 rozbój § 1, art. 281 kradzież rozbójnicza, art. 282 wymuszenie rozbójnicze, art. 284 przywłaszczenie § 1 lub 2, art. 285 uruchomienie na cudzy rachunek impulsów telefonicznych § 1, art. 286 oszustwo § 1 lub 2, art. 287 oszustwo komputerowe § 1, art. 288 zniszczenie cudzej rzeczy § 1 lub 3, art. 290 kradzież drzewa z lasu § 1 lub w art. 291 paserstwo umyślne § 1, w stosunku do mienia o wartości większej niż pięciokrotność kwoty określającej mienie wielkiej wartości,;
480; 4. Kto dopuszcza się przestępstwa określonego w art. 278 kradzież § 1, 1a, 2, 3a lub 5, art. 279 kradzież z włamaniem § 1, art. 280 rozbój, art. 281 kradzież rozbójnicza, art. 282 wymuszenie rozbójnicze, art. 284 przywłaszczenie § 1 lub 2, art. 285 uruchomienie na cudzy rachunek impulsów telefonicznych § 1, art. 286 oszustwo § 1 lub 2, art. 287 oszustwo komputerowe § 1, art. 288 zniszczenie cudzej rzeczy § 1 lub 3, art. 290 kradzież drzewa z lasu § 1 lub w art. 291 paserstwo umyślne § 1, w stosunku do mienia o wartości większej niż dziesięciokrotność kwoty określającej mienie wielkiej wartości,;
481;§ 1. Wobec sprawcy przestępstwa określonego w art. 278 kradzież, art 284-289, art. 291 paserstwo umyślne, art. 292 paserstwo nieumyślne lub art. 294 obostrzenie odpowiedzialności karnej, który dobrowolnie naprawił szkodę w całości albo zwrócił pojazd lub rzecz mającą szczególne znaczenie dla kultury w stanie nieuszkodzonym, sąd może zastosować nadzwyczajne złagodzenie kary, a nawet odstąpić od jej wymierzenia.;
482; 2. Wobec sprawcy przestępstwa wymienionego w § 1, który dobrowolnie naprawił szkodę w znacznej części, sąd może zastosować nadzwyczajne złagodzenie kary.;
483;§ 1. Kto, będąc obowiązany na podstawie przepisu ustawy, decyzji właściwego organu lub umowy do zajmowania się sprawami majątkowymi lub działalnością gospodarczą osoby fizycznej, prawnej albo jednostki organizacyjnej nie mającej osobowości prawnej, przez nadużycie udzielonych mu uprawnień lub niedopełnienie ciążącego na nim obowiązku, wyrządza jej znaczną szkodę majątkową,;
484; 1a. Jeżeli sprawca, o którym mowa w § 1, przez nadużycie udzielonych mu uprawnień lub niedopełnienie ciążącego na nim obowiązku, sprowadza bezpośrednie niebezpieczeństwo wyrządzenia znacznej szkody majątkowej,;
485; 2. Jeżeli sprawca przestępstwa określonego w § 1 lub 1a działa w celu osiągnięcia korzyści majątkowej,;
486; 3. Jeżeli sprawca przestępstwa określonego w § 1 lub 2 wyrządza szkodę majątkową w wielkich rozmiarach,;
487; 4. Jeżeli sprawca przestępstwa określonego w § 1 lub 3 działa nieumyślnie,;
488; 4a. Jeżeli pokrzywdzonym nie jest Skarb Państwa, ściganie przestępstwa określonego w § 1a następuje na wniosek pokrzywdzonego, wspólnika, akcjonariusza lub udziałowca pokrzywdzonej spółki lub członka pokrzywdzonej spółdzielni.;
489;§ 1. Kto, pełniąc funkcję kierowniczą w jednostce organizacyjnej wykonującej działalność gospodarczą lub pozostając z nią w stosunku pracy, umowy zlecenia lub umowy o dzieło, żąda lub przyjmuje korzyść majątkową lub osobistą albo jej obietnicę, w zamian za nadużycie udzielonych mu uprawnień lub niedopełnienie ciążącego na nim obowiązku mogące wyrządzić tej jednostce szkodę majątkową albo stanowiące czyn nieuczciwej konkurencji lub niedopuszczalną czynność preferencyjną na rzecz nabywcy lub odbiorcy towaru, usługi lub świadczenia,;
490; 3. W wypadku mniejszej wagi, sprawca czynu określonego w § 1 lub 2;
491; 4. Jeżeli sprawca czynu określonego w § 1 wyrządza znaczną szkodę majątkową,;
492;;
493;§ 1. Kto, w celu uzyskania dla siebie lub kogo innego, od banku lub jednostki organizacyjnej prowadzącej podobną działalność gospodarczą na podstawie ustawy albo od organu lub instytucji dysponujących środkami publicznymi – kredytu, pożyczki pieniężnej, poręczenia, gwarancji, akredytywy, dotacji, subwencji, potwierdzenia przez bank zobowiązania wynikającego z poręczenia lub z gwarancji lub podobnego świadczenia pieniężnego na określony cel gospodarczy, instrumentu płatniczego lub zamówienia publicznego, przedkłada podrobiony, przerobiony, poświadczający nieprawdę albo nierzetelny dokument albo nierzetelne, pisemne oświadczenie dotyczące okoliczności o istotnym znaczeniu dla uzyskania wymienionego wsparcia finansowego, instrumentu płatniczego lub zamówienia,;
494;§ 1. Kto, w celu uzyskania odszkodowania z tytułu umowy ubezpieczenia, powoduje zdarzenie będące podstawą do wypłaty takiego odszkodowania,;
495;§ 1. Kto środki płatnicze, instrumenty finansowe, papiery wartościowe, wartości dewizowe, prawa majątkowe lub inne mienie ruchome lub nieruchomości, pochodzące z korzyści związanych z popełnieniem czynu zabronionego, przyjmuje, posiada, używa, przekazuje lub wywozi za granicę, ukrywa, dokonuje ich transferu lub konwersji, pomaga do przenoszenia ich własności lub posiadania albo podejmuje inne czynności, które mogą udaremnić lub znacznie utrudnić stwierdzenie ich przestępnego pochodzenia lub miejsca umieszczenia, ich wykrycie, zajęcie albo orzeczenie przepadku;
496; 2. Karze określonej w § 1 podlega, kto będąc pracownikiem lub działając w imieniu lub na rzecz banku, instytucji finansowej lub kredytowej lub innego podmiotu, na którym na podstawie przepisów prawa ciąży obowiązek rejestracji transakcji i osób dokonujących transakcji, przyjmuje, wbrew przepisom, środki płatnicze, instrumenty finansowe, papiery wartościowe, wartości dewizowe, dokonuje ich transferu lub konwersji, lub przyjmuje je w innych okolicznościach wzbudzających uzasadnione podejrzenie, że stanowią one przedmiot czynu określonego w § 1, lub świadczy inne usługi mające ukryć ich przestępne pochodzenie lub usługi w zabezpieczeniu przed zajęciem.;
497; 5. Jeżeli sprawca dopuszcza się czynu określonego w § 1 lub 2, działając w porozumieniu z innymi osobami,;
498; 6. Karze określonej w § 5 podlega sprawca, jeżeli dopuszczając się czynu określonego w § 1 lub 2, osiąga znaczną korzyść majątkową.;
499; 6a. Kto czyni przygotowania do przestępstwa określonego w § 1 lub 2,;
500; 7. W razie skazania za przestępstwo określone w § 1 lub 2, sąd orzeka przepadek przedmiotów pochodzących bezpośrednio albo pośrednio z przestępstwa, a także korzyści z tego przestępstwa lub ich równowartość, chociażby nie stanowiły one własności sprawcy. Przepadku nie orzeka się w całości lub w części, jeżeli przedmiot, korzyść lub jej równowartość podlega zwrotowi pokrzywdzonemu lub innemu podmiotowi.;
501;§ 1. Kto, w razie grożącej mu niewypłacalności lub upadłości, udaremnia lub uszczupla zaspokojenie swojego wierzyciela przez to, że usuwa, ukrywa, zbywa, darowuje, niszczy, rzeczywiście lub pozornie obciąża albo uszkadza składniki swojego majątku,;
502; 2. Kto, w celu udaremnienia wykonania orzeczenia sądu lub innego organu państwowego, udaremnia lub uszczupla zaspokojenie swojego wierzyciela przez to, że usuwa, ukrywa, zbywa, darowuje, niszczy, rzeczywiście lub pozornie obciąża albo uszkadza składniki swojego majątku zajęte lub zagrożone zajęciem, bądź usuwa znaki zajęcia,;
503; 3. Jeżeli czyn określony w § 1 wyrządził szkodę wielu wierzycielom, sprawca;
504; 4. Jeżeli pokrzywdzonym nie jest Skarb Państwa, ściganie przestępstwa określonego w § 1 następuje na wniosek pokrzywdzonego.;
505;§ 1. Kto będąc dłużnikiem kilku wierzycieli udaremnia lub ogranicza zaspokojenie ich należności przez to, że tworzy w oparciu o przepisy prawa nową jednostkę gospodarczą i przenosi na nią składniki swojego majątku,;
506; 3. Kto będąc dłużnikiem kilku wierzycieli w sposób lekkomyślny doprowadza do swojej upadłości lub niewypłacalności, w szczególności przez trwonienie części składowych majątku, zaciąganie zobowiązań lub zawieranie transakcji oczywiście sprzecznych z zasadami gospodarowania,;
507;§ 1. Kto, w razie grożącej mu niewypłacalności lub upadłości, nie mogąc zaspokoić wszystkich wierzycieli, spłaca lub zabezpiecza tylko niektórych, czym działa na szkodę pozostałych,;
508; 2. Kto wierzycielowi udziela lub obiecuje udzielić korzyści majątkowej za działanie na szkodę innych wierzycieli w związku z postępowaniem upadłościowym lub zmierzającym do zapobiegnięcia upadłości,;
509;§ 1. Kto wyrządza szkodę majątkową osobie fizycznej, prawnej albo jednostce organizacyjnej nie mającej osobowości prawnej, przez nieprowadzenie dokumentacji działalności gospodarczej albo prowadzenie jej w sposób nierzetelny lub niezgodny z prawdą, w szczególności niszcząc, usuwając, ukrywając, przerabiając lub podrabiając dokumenty dotyczące tej działalności,;
510; 2. Jeżeli sprawca przestępstwa określonego w § 1 wyrządza znaczną szkodę majątkową,;
511; 3. W wypadku mniejszej wagi, sprawca przestępstwa określonego w § 1;
512; 4. Jeżeli pokrzywdzonym nie jest Skarb Państwa, ściganie przestępstwa określonego w § 1-3 następuje na wniosek pokrzywdzonego.;
513;§ 1. Kto, wyzyskując przymusowe położenie innej osoby fizycznej, prawnej albo jednostki organizacyjnej nie mającej osobowości prawnej, zawiera z nią umowę, nakładając na nią obowiązek świadczenia niewspółmiernego ze świadczeniem wzajemnym,;
514; 2. Kto, w zamian za udzielone osobie fizycznej świadczenie pieniężne wynikające z umowy pożyczki, kredytu lub innej umowy, której przedmiotem jest udzielenie takiego świadczenia z obowiązkiem jego zwrotu, niezwiązanej bezpośrednio z działalnością gospodarczą lub zawodową tej osoby, żąda od niej zapłaty kosztów innych niż odsetki w kwocie co najmniej dwukrotnie przekraczającej maksymalną wysokość tych kosztów określoną w ustawie,;
515;§ 1. Kto utrudnia lub udaremnia przetarg albo postępowanie o udzielenie zamówienia publicznego, działając na szkodę właściciela mienia, osoby lub instytucji, na rzecz której przetarg jest dokonywany bądź która prowadzi postępowanie, albo na szkodę interesu publicznego,;
516; 2. Kto, w celu wywarcia bezprawnego wpływu na wynik trwającego lub przygotowywanego przetargu lub postępowania o udzielenie zamówienia publicznego, wchodzi w porozumienie z inną osobą, przekazuje lub rozpowszechnia informacje lub przemilcza istotne okoliczności, działając na szkodę właściciela mienia, osoby lub instytucji, na rzecz której przetarg jest lub ma być dokonywany bądź która prowadzi lub ma prowadzić postępowanie, albo na szkodę interesu publicznego,;
517; 3. Jeżeli sprawca dopuszcza się czynu określonego w § 1 lub 2 w celu osiągnięcia korzyści majątkowej lub osobistej,;
518; 4. Przepisy § 1–3 stosuje się odpowiednio do aukcji.;
519; 5. Ściganie przestępstwa określonego w § 1–4 następuje na wniosek pokrzywdzonego, chyba że pokrzywdzonym jest Skarb Państwa lub przedmiot przetargu, aukcji lub zamówienia publicznego jest co najmniej w części finansowany ze środków publicznych.;
520;Kto usuwa, podrabia lub przerabia znaki identyfikacyjne, datę produkcji lub datę przydatności towaru lub urządzenia,;
521;§ 1. Kto zmienia wskazanie drogomierza pojazdu mechanicznego lub ingeruje w prawidłowość jego pomiaru,;
522; 3. W wypadku mniejszej wagi, sprawca czynu określonego w § 1 lub 2,;
523;§ 1. Kto dopuszcza się przestępstwa określonego w art. 296 wyrządzenie szkody w obrocie gospodarczym § 1 lub 2, art. 296a łapownictwo na stanowisku kierowniczym § 1 lub 4, art. 299 pranie brudnych pieniędzy § 1, 2, 5 lub 6 lub w art. 303 nieprowadzenie lub niezgodne z prawdą prowadzenie dokumentacji działalności gospodarczej § 1, w stosunku do mienia o wartości większej niż pięciokrotność kwoty określającej mienie wielkiej wartości lub powodując szkodę w rozmiarach odpowiadających takiej wartości,;
524; 2. Kto dopuszcza się przestępstwa określonego w art. 296 wyrządzenie szkody w obrocie gospodarczym § 1 lub 2, art. 296a łapownictwo na stanowisku kierowniczym § 1 lub 4, art. 299 pranie brudnych pieniędzy § 1, 2, 5 lub 6 lub w art. 303 nieprowadzenie lub niezgodne z prawdą prowadzenie dokumentacji działalności gospodarczej § 1, w stosunku do mienia o wartości większej niż dziesięciokrotność kwoty określającej mienie wielkiej wartości lub powodując szkodę w rozmiarach odpowiadających takiej wartości,;
525;§ 1. Kto dokonuje zaboru tablicy rejestracyjnej pojazdu mechanicznego, umożliwiającej dopuszczenie tego pojazdu do ruchu na obszarze Rzeczypospolitej Polskiej, albo w celu użycia za autentyczną tablicę rejestracyjną pojazdu mechanicznego podrabia lub przerabia,;
526;§ 1. Wobec sprawcy przestępstwa określonego w art. 296 wyrządzenie szkody w obrocie gospodarczym, art 299–305 lub w art. 306b szkoda na mieniu o wysokiej wartości, który dobrowolnie naprawił szkodę w całości, sąd może zastosować nadzwyczajne złagodzenie kary, a nawet odstąpić od jej wymierzenia.;
527; 2. Wobec sprawcy przestępstwa wymienionego w § 1, który dobrowolnie naprawił szkodę w znacznej części, sąd może zastosować nadzwyczajne złagodzenie kary.;
528;Za przestępstwa określone w tym rozdziale odpowiada jak dłużnik lub wierzyciel, kto, na podstawie przepisu prawnego, decyzji właściwego organu, umowy lub faktycznego wykonywania, zajmuje się sprawami majątkowymi innej osoby prawnej, fizycznej, grupy osób lub podmiotu nie mającego osobowości prawnej.;
529;W razie skazania za przestępstwo określone w art. 296 wyrządzenie szkody w obrocie gospodarczym § 3, art. 297 wyłudzenie kredytu, art. 299 pranie brudnych pieniędzy lub w art. 306b szkoda na mieniu o wysokiej wartości sąd może wymierzyć obok kary pozbawienia wolności grzywnę w wysokości do 3000 stawek dziennych.;
530;§ 1. Kto podrabia albo przerabia polski albo obcy pieniądz, polski albo obcy znak pieniężny, który został ustalony jako prawny środek płatniczy, jednak nie został jeszcze wprowadzony do obiegu, inny środek płatniczy albo dokument uprawniający do otrzymania sumy pieniężnej albo zawierający obowiązek wypłaty kapitału, odsetek, udziału w zyskach albo stwierdzenie uczestnictwa w spółce lub z pieniędzy, innego środka płatniczego albo z takiego dokumentu usuwa oznakę umorzenia,;
531; 2. Kto pieniądz, inny środek płatniczy lub znak pieniężny albo dokument określone w § 1 puszcza w obieg albo go w takim celu przyjmuje, przechowuje, przewozi, przenosi, przesyła albo pomaga do jego zbycia lub ukrycia,;
532; 3. W wypadku mniejszej wagi sąd może zastosować nadzwyczajne złagodzenie kary.;
533; 4. Kto czyni przygotowania do popełnienia przestępstwa określonego w § 1 lub 2,;
534;Kto, w dokumentacji związanej z obrotem papierami wartościowymi, rozpowszechnia nieprawdziwe informacje lub przemilcza informacje o stanie majątkowym oferenta, mające istotne znaczenie dla nabycia, zbycia papierów wartościowych, podwyższenia albo obniżenia wkładu,;
535;Kto puszcza w obieg podrobiony albo przerobiony pieniądz, inny środek płatniczy albo dokument określony w art. 310 fałszowanie pieniędzy, środków płatniczych lub papierów wartościowych § 1, który sam otrzymał jako prawdziwy,;
536;§ 1. Kto, w celu użycia lub puszczenia w obieg, podrabia albo przerabia urzędowy znak wartościowy albo ze znaku takiego usuwa oznakę umorzenia,;
537;Kto, w celu użycia w obrocie gospodarczym, podrabia albo przerabia znak urzędowy, mający stwierdzić upoważnienie lub wynik badania albo w obrocie publicznym używa przedmiotów opatrzonych takimi podrobionymi albo przerobionymi znakami,;
538;§ 1. Kto, w celu użycia w obrocie gospodarczym, podrabia lub przerabia zalegalizowane narzędzie pomiarowe lub probiercze,;
539;§ 1. Pieniądze, dokumenty i znaki wartościowe podrobione, przerobione albo z usuniętą oznaką umorzenia oraz podrobione lub przerobione narzędzia pomiarowe, jak również przedmioty służące do popełnienia przestępstw określonych w tym rozdziale ulegają przepadkowi, chociażby nie stanowiły własności sprawcy.;
540; 2. Podrobione albo przerobione znaki urzędowe określone w art. 314 fałszowanie znaków urzędowych w celu użycia w obrocie gospodarczym należy usunąć, chociażby to miało być połączone ze zniszczeniem przedmiotu.;
