;crime;penalty
449;Kto przekracza granicę Rzeczypospolitej Polskiej w celu popełnienia przestępstwa o charakterze terrorystycznym lub przestępstwa określonego w art. 255a rozpowszechnianie treści ułatwiających popełnienie przestępstwa o charakterze terrorystycznym lub art. 258 udział w zorganizowanej grupie lub związku przestępczym § 2 lub 4,;§ 2. Tej samej karze podlega, kto wbrew ciążącemu obowiązkowi, nie powiadamia właściwego podmiotu o powstaniu sytuacji mogącej mieć wpływ na wstrzymanie albo ograniczenie wysokości udzielonego wsparcia finansowego, określonego w § 1, lub zamówienia publicznego albo na możliwość dalszego korzystania z instrumentu płatniczego.
450;Na wniosek prokuratora sąd stosuje nadzwyczajne złagodzenie kary, a nawet może warunkowo zawiesić jej wykonanie w stosunku do sprawcy przestępstwa określonego w art. 259a przekroczenie granicy RP w celu popełnienia przestępstwa o charakterze terrorystycznym, który dobrowolnie odstąpił od:;§ 3. Nie podlega karze, kto przed wszczęciem postępowania karnego dobrowolnie zapobiegł wykorzystaniu wsparcia finansowego lub instrumentu płatniczego, określonych w § 1, zrezygnował z dotacji lub zamówienia publicznego albo zaspokoił roszczenia pokrzywdzonego.
451;"1) popełnienia przestępstwa o charakterze terrorystycznym lub przestępstwa określonego w art. 255a rozpowszechnianie treści ułatwiających popełnienie przestępstwa o charakterze terrorystycznym lub art. 258 udział w zorganizowanej grupie lub związku przestępczym § 2 lub 4 i ujawnił przed organem powołanym do ścigania przestępstw wszystkie istotne okoliczności popełnienia czynu lub zapobiegł popełnieniu zamierzonego przestępstwa;";karze pozbawienia wolności od 3 miesięcy do lat 5.
452;2) pomocnictwa innym osobom w popełnieniu przestępstwa określonego w art. 259a przekroczenie granicy RP w celu popełnienia przestępstwa o charakterze terrorystycznym i ujawnił przed organem powołanym do ścigania przestępstw wszystkie istotne okoliczności popełnienia czynu, w szczególności informacje o osobach, które popełniły przestępstwa określone w art. 259a przekroczenie granicy RP w celu popełnienia przestępstwa o charakterze terrorystycznym.;§ 2. Nie podlega karze, kto przed wszczęciem postępowania karnego dobrowolnie zapobiegł wypłacie odszkodowania.
453;Kto przemocą lub groźbą bezprawną udaremnia przeprowadzenie odbywanego zgodnie z prawem zebrania, zgromadzenia lub pochodu albo takie zebranie, zgromadzenie lub pochód rozprasza,;karze pozbawienia wolności od 6 miesięcy do lat 8.
454;Kto znieważa pomnik lub inne miejsce publiczne urządzone w celu upamiętnienia zdarzenia historycznego lub uczczenia osoby,;karze pozbawienia wolności od roku do lat 10.
455;§ 1. Kto znieważa zwłoki, prochy ludzkie lub miejsce spoczynku zmarłego,;karze pozbawienia wolności do lat 3.
456;§ 2. Kto ograbia zwłoki, grób lub inne miejsce spoczynku zmarłego,;"§ 8. Nie podlega karze za przestępstwo określone w § 1 lub 2, kto dobrowolnie ujawnił wobec organu powołanego do ścigania przestępstw informacje dotyczące osób uczestniczących w popełnieniu przestępstwa oraz okoliczności jego popełnienia, jeżeli zapobiegło to popełnieniu innego przestępstwa; jeżeli sprawca czynił starania zmierzające do ujawnienia tych informacji i okoliczności, sąd stosuje nadzwyczajne złagodzenie kary."
457;§ 1. Kto bez wymaganego zezwolenia wyrabia broń palną albo amunicję lub nią handluje,;karze pozbawienia wolności do lat 3.
458;§ 2. Kto bez wymaganego zezwolenia posiada broń palną lub amunicję,;karze pozbawienia wolności od 3 miesięcy do lat 5.
459;§ 3. Kto, mając zezwolenie na posiadanie broni palnej lub amunicji, udostępnia lub przekazuje ją osobie nieuprawnionej,;karze pozbawienia wolności od 6 miesięcy do lat 8.
460;§ 4. Kto nieumyślnie powoduje utratę broni palnej lub amunicji, która zgodnie z prawem pozostaje w jego dyspozycji,;karze pozbawienia wolności od 3 miesięcy do lat 5.
461;§ 2. Kto wbrew przepisom przekracza granicę Rzeczypospolitej Polskiej, używając przemocy, groźby, podstępu lub we współdziałaniu z innymi osobami,;§ 2. Tej samej karze podlega, kto będąc dłużnikiem kilku wierzycieli doprowadza do swojej upadłości lub niewypłacalności.
462;§ 3. Kto organizuje innym osobom przekraczanie wbrew przepisom granicy Rzeczypospolitej Polskiej,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
463;§ 4. Karze określonej w § 3 podlega ten, kto organizuje innym osobom przekraczanie wbrew przepisom granicy innego państwa, jeżeli obowiązek ścigania takiego czynu wynika z ratyfikowanej przez Rzeczpospolitą Polską umowy międzynarodowej.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
464;§ 1. Kto, w celu osiągnięcia korzyści majątkowej lub osobistej, umożliwia lub ułatwia innej osobie pobyt na terytorium Rzeczypospolitej Polskiej wbrew przepisom,;karze pozbawienia wolności do lat 3.
465;§ 2. W wyjątkowych wypadkach, gdy sprawca nie osiągnął korzyści majątkowej, sąd może zastosować nadzwyczajne złagodzenie kary, a nawet odstąpić od jej wymierzenia.;§ 3. Tej samej karze podlega wierzyciel, który w związku z określonym w § 2 postępowaniem przyjmuje korzyść za działanie na szkodę innych wierzycieli albo takiej korzyści żąda.
466;§ 1. Kto ujawnia lub wbrew przepisom ustawy wykorzystuje informacje niejawne o klauzuli „tajne” lub „ściśle tajne”;karze pozbawienia wolności do lat 3.
467;§ 2. Jeżeli informację określoną w § 1 ujawniono osobie działającej w imieniu lub na rzecz podmiotu zagranicznego, sprawca;karze pozbawienia wolności od 3 miesięcy do lat 5.
468;§ 3. Kto nieumyślnie ujawnia informację określoną w § 1, z którą zapoznał się w związku z pełnieniem funkcji publicznej lub otrzymanym upoważnieniem,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
469;§ 1. Kto, wbrew przepisom ustawy lub przyjętemu na siebie zobowiązaniu, ujawnia lub wykorzystuje informację, z którą zapoznał się w związku z pełnioną funkcją, wykonywaną pracą, działalnością publiczną, społeczną, gospodarczą lub naukową,;karze pozbawienia wolności do lat 3.
470;§ 2. Funkcjonariusz publiczny, który ujawnia osobie nieuprawnionej informację niejawną o klauzuli „zastrzeżone” lub „poufne” lub informację, którą uzyskał w związku z wykonywaniem czynności służbowych, a której ujawnienie może narazić na szkodę prawnie chroniony interes;karze pozbawienia wolności od 3 miesięcy do lat 5.
471;§ 3. Ściganie przestępstwa określonego w § 1 następuje na wniosek pokrzywdzonego.;§ 3. Tej samej karze podlega, kto, w związku z udzieleniem osobie fizycznej świadczenia pieniężnego wynikającego z umowy pożyczki, kredytu lub innej umowy, której przedmiotem jest udzielenie świadczenia pieniężnego z obowiązkiem jego zwrotu, niezwiązanej bezpośrednio z działalnością gospodarczą lub zawodową tej osoby, żąda od niej zapłaty odsetek w wysokości co najmniej dwukrotnie przekraczającej stopę odsetek maksymalnych lub odsetek maksymalnych za opóźnienie, określonych w ustawie.
472;§1. Kto bez uprawnienia uzyskuje dostęp do informacji dla niego nieprzeznaczonej, otwierając zamknięte pismo, podłączając się do sieci telekomunikacyjnej lub przełamując albo omijając elektroniczne, magnetyczne, informatyczne lub inne szczególne jej zabezpieczenie,;karze pozbawienia wolności do lat 3.
473;§ 5. Ściganie przestępstwa określonego w § 1-4 następuje na wniosek pokrzywdzonego.;karze pozbawienia wolności od 3 miesięcy do lat 5.
474;§ 1. Kto, nie będąc do tego uprawnionym, niszczy, uszkadza, usuwa lub zmienia zapis istotnej informacji albo w inny sposób udaremnia lub znacznie utrudnia osobie uprawnionej zapoznanie się z nią,;karze pozbawienia wolności od 6 miesięcy do lat 8.
475;§ 2. Jeżeli czyn określony w § 1 dotyczy zapisu na informatycznym nośniku danych, sprawca;§ 6. Nie podlega karze sprawca przestępstwa określonego w § 1 lub 2, który zawiadomił o fakcie jego popełnienia organ powołany do ścigania przestępstw lub organ ochrony konkurencji państwa członkowskiego Unii Europejskiej lub Komisję Europejską i ujawnił wszystkie istotne okoliczności tego przestępstwa, zanim organ powołany do ścigania przestępstw o nim się dowiedział.
476;§ 3. Kto, dopuszczając się czynu określonego w § 1 lub 2, wyrządza znaczną szkodę majątkową,;karze pozbawienia wolności do lat 3.
477;§ 4. Ściganie przestępstwa określonego w § 1-3 następuje na wniosek pokrzywdzonego.;karze pozbawienia wolności od 3 miesięcy do lat 5.
478;§ 1. Kto, nie będąc do tego uprawnionym, niszczy, uszkadza, usuwa, zmienia lub utrudnia dostęp do danych informatycznych albo w istotnym stopniu zakłóca lub uniemożliwia automatyczne przetwarzanie, gromadzenie lub przekazywanie takich danych,;§ 2. Tej samej karze podlega, kto zleca innej osobie wykonanie czynu, o którym mowa w § 1.
479;§ 2. Kto, dopuszczając się czynu określonego w § 1, wyrządza znaczną szkodę majątkową,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
480;§ 3. Ściganie przestępstwa określonego w § 1 lub 2 następuje na wniosek pokrzywdzonego.;karze pozbawienia wolności od lat 3 do 20.
481;§ 1. Kto niszczy, uszkadza, usuwa lub zmienia dane informatyczne o szczególnym znaczeniu dla obronności kraju, bezpieczeństwa w komunikacji, funkcjonowania administracji rządowej, innego organu państwowego lub instytucji państwowej albo samorządu terytorialnego albo zakłóca lub uniemożliwia automatyczne przetwarzanie, gromadzenie lub przekazywanie takich danych,;karze pozbawienia wolności od lat 5 do 25.
482;Kto, nie będąc do tego uprawnionym, przez transmisję, zniszczenie, usunięcie, uszkodzenie, utrudnienie dostępu lub zmianę danych informatycznych, w istotnym stopniu zakłóca pracę systemu informatycznego, systemu teleinformatycznego lub sieci teleinformatycznej,;karze pozbawienia wolności od 3 miesięcy do lat 5.
483;§ 1. Kto wytwarza, pozyskuje, zbywa lub udostępnia innym osobom urządzenia lub programy komputerowe przystosowane do popełnienia przestępstwa określonego w art. 165 sprowadzenie niebezpieczeństwa powszechnego § 1 pkt 4, art. 267 bezprawne uzyskanie informacji § 3, art. 268a niszczenie, uszkadzanie, usuwanie, zmienianie lub utrudnianie dostępu do danych informatycznych § 1 albo § 2 w związku z § 1, art. 269 niszczenie, uszkadzanie, usuwanie lub zmienianie danych informatycznych o szczególnym znaczeniu § 1 lub 2 , art. 269a zakłócanie pracy systemu informatycznego, teleinformatycznego lub sieci teleinformatycznej, art. 270 fałszowanie dokumentu i używanie go za autentyczny § 1 albo art. 270a fałszowanie faktury i używanie jej za autentyczną § 1, a także hasła komputerowe, kody dostępu lub inne dane umożliwiające nieuprawniony dostęp do informacji przechowywanych w systemie informatycznym, systemie teleinformatycznym lub sieci teleinformatycznej,;§ 2. Tej samej karze podlega, kto używa tablicy rejestracyjnej pojazdu mechanicznego nieprzypisanej do pojazdu, na którym ją umieszczono, albo używa jako autentycznej podrobionej lub przerobionej tablicy rejestracyjnej pojazdu mechanicznego.
484;§ 1a. Nie popełnia przestępstwa określonego w § 1, kto działa wyłącznie w celu zabezpieczenia systemu informatycznego, systemu teleinformatycznego lub sieci teleinformatycznej przed popełnieniem przestępstwa wymienionego w tym przepisie albo opracowania metody takiego zabezpieczenia.;karze pozbawienia wolności od lat 5 do 25.
485;§ 2. W razie skazania za przestępstwo określone w § 1, sąd orzeka przepadek określonych w nim przedmiotów, a może orzec ich przepadek, jeżeli nie stanowiły własności sprawcy.;karze pozbawienia wolności od roku do lat 10.
486;§ 1. Kto, w celu użycia za autentyczny, podrabia lub przerabia dokument lub takiego dokumentu jako autentycznego używa,;karze pozbawienia wolności od 3 miesięcy do lat 5.
487;§ 3. Kto czyni przygotowania do przestępstwa określonego w § 1,;karze pozbawienia wolności do lat 3.
488;§ 1. Kto, w celu użycia za autentyczną, podrabia lub przerabia fakturę w zakresie okoliczności faktycznych mogących mieć znaczenie dla określenia wysokości należności publicznoprawnej lub jej zwrotu albo zwrotu innej należności o charakterze podatkowym lub takiej faktury jako autentycznej używa,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
489;§ 2. Jeżeli sprawca dopuszcza się czynu określonego w § 1 wobec faktury lub faktur, zawierających kwotę należności ogółem, której wartość lub łączna wartość jest większa niż pięciokrotność kwoty określającej mienie wielkiej wartości, albo z popełnienia przestępstwa uczynił sobie stałe źródło dochodu,;karze pozbawienia wolności do lat 3.
490;§ 3. W wypadku mniejszej wagi, sprawca czynu określonego w § 1 lub 2;§ 2. Tej samej karze podlega, kto urzędowy znak wartościowy podrobiony, przerobiony albo z usuniętą oznaką umorzenia puszcza w obieg, nabywa lub go używa albo przechowuje w celu puszczenia w obieg.
491;§ 1. Funkcjonariusz publiczny lub inna osoba uprawniona do wystawienia dokumentu, która poświadcza w nim nieprawdę co do okoliczności mającej znaczenie prawne,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
492;( Art. 271 poświadczenie nieprawdy § 1 ustawy - Kodeks karny oraz art. 92a uchylony ust. 1 ustawy o transporcie drogowym - w zakresie, w jakim dopuszczają stosowanie wobec tej samej osoby fizycznej, za ten sam czyn, który stanowi naruszenie obowiązków lub warunków przewozu drogowego opisane w lp. 3.9 załącznika nr 3 do ustawy o transporcie drogowym, odpowiedzialności za przestępstwo oraz kary pieniężnej - z dniem 24.06.2017 r. zostały uznane za niezgodne z zasadą ne bis in idem oraz zasadą proporcjonalnej reakcji państwa na naruszenie prawa wynikającymi z art. 2 odpowiedzialność za przestępstwo skutkowe popełnione przez zaniechanie Konstytucji Rzeczypospolitej Polskiej wyrokiem Trybunału Konstytucyjnego z 20.06.2017 r. sygn. akt. P 124/15 (Dz. U. z 2017 poz.1214);grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
493;§ 2. W wypadku mniejszej wagi, sprawca;§ 2. Tej samej karze podlega, kto podrobionego albo przerobionego narzędzia pomiarowego lub probierczego w obrocie gospodarczym używa albo takie narzędzie w celu użycia w obrocie gospodarczym przechowuje.
494;§ 3. Jeżeli sprawca dopuszcza się czynu określonego w § 1 w celu osiągnięcia korzyści majątkowej lub osobistej,;
495;§ 1. Kto wystawia fakturę lub faktury, zawierające kwotę należności ogółem, której wartość lub łączna wartość jest znaczna, poświadczając nieprawdę co do okoliczności faktycznych mogących mieć znaczenie dla określenia wysokości należności publicznoprawnej lub jej zwrotu albo zwrotu innej należności o charakterze podatkowym lub takiej faktury lub faktur używa,;
496;§ 2. Jeżeli sprawca dopuszcza się czynu określonego w § 1 wobec faktury lub faktur, zawierających kwotę należności ogółem, której wartość lub łączna wartość jest większa niż pięciokrotność kwoty określającej mienie wielkiej wartości, albo z popełnienia przestępstwa uczynił sobie stałe źródło dochodu,;
497;§ 3. W wypadku mniejszej wagi, sprawca czynu określonego w § 1 lub 2;
498;Kto wyłudza poświadczenie nieprawdy przez podstępne wprowadzenie w błąd funkcjonariusza publicznego lub innej osoby upoważnionej do wystawienia dokumentu,;
499;Kto używa dokumentu określonego w art. 271 poświadczenie nieprawdy lub art. 272 podstępne wyłudzenie poświadczenia nieprawdy w dokumencie,;
500;Kto zbywa własny lub cudzy dokument stwierdzający tożsamość,;
501;§ 1. Kto posługuje się dokumentem stwierdzającym tożsamość innej osoby albo jej prawa majątkowe lub dokument taki kradnie lub go przywłaszcza,;
502;Kto niszczy, uszkadza, czyni bezużytecznym, ukrywa lub usuwa dokument, którym nie ma prawa wyłącznie rozporządzać,;
503;Kto znaki graniczne niszczy, uszkadza, usuwa, przesuwa lub czyni niewidocznymi albo fałszywie wystawia,;
504;§ 1. Kto dopuszcza się przestępstwa określonego w art. 270a fałszowanie faktury i używanie jej za autentyczną § 1 albo art. 271a podawanie nieprawdy w fakturze § 1 wobec faktury lub faktur, zawierających kwotę należności ogółem, której wartość lub łączna wartość jest większa niż dziesięciokrotność kwoty określającej mienie wielkiej wartości,;
505;§ 2. W wypadku mniejszej wagi, sprawca czynu określonego w § 1;
506;W razie skazania za przestępstwo określone w art. 270a fałszowanie faktury i używanie jej za autentyczną § 1 lub 2, art. 271a podawanie nieprawdy w fakturze § 1 lub 2 albo art. 277a fałszowanie faktury lub używanie sfałszowanej faktury z kwotą określającą mienie wielkiej wartości § 1, grzywnę orzeczoną obok kary pozbawienia wolności można wymierzyć w wysokości do 3000 stawek dziennych.;
507;§ 1. Sąd na wniosek prokuratora stosuje nadzwyczajne złagodzenie kary wobec sprawcy przestępstwa określonego w art. 270a fałszowanie faktury i używanie jej za autentyczną § 1 lub 2 lub art. 271a podawanie nieprawdy w fakturze § 1 lub 2, który zawiadomił o nim organ powołany do ścigania przestępstw i ujawnił wszystkie istotne okoliczności przestępstwa, a także wskazał czyny pozostające w związku z popełnionym przez niego przestępstwem i ich sprawców, zanim organ ten o nich się dowiedział.;
508;§ 2. Sąd na wniosek prokuratora może odstąpić od wymierzenia kary wobec sprawcy przestępstwa określonego w art. 270a fałszowanie faktury i używanie jej za autentyczną § 1, 2 lub 3, art. 271a podawanie nieprawdy w fakturze § 1, 2 lub 3 lub art. 277a fałszowanie faktury lub używanie sfałszowanej faktury z kwotą określającą mienie wielkiej wartości § 2, który, oprócz spełnienia warunków określonych w § 1, zwrócił korzyść majątkową osiągniętą z popełnienia tego przestępstwa w całości albo w istotnej części.;
509;§ 3. Sąd może zastosować nadzwyczajne złagodzenie kary wobec sprawcy przestępstwa określonego w art. 277a fałszowanie faktury lub używanie sfałszowanej faktury z kwotą określającą mienie wielkiej wartości § 1, który, oprócz spełnienia warunków określonych w § 1, zwrócił korzyść majątkową osiągniętą z popełnienia tego przestępstwa w całości albo w istotnej części.;
510;Przepisy art. 277c nadzwyczajne złagodzenie kary lub odstąpienie od wymierzenia kary wobec sprawcy przestępstwa fałszowania faktur lub ich używania za autentyczne § 1 i 3 stosuje się odpowiednio do sprawcy, który po wszczęciu postępowania ujawnił wobec organu powołanego do ścigania przestępstw wszystkie jemu znane, a nieznane dotychczas temu organowi istotne okoliczności przestępstwa, a także wskazał czyny pozostające w związku z popełnionym przez niego przestępstwem i ich sprawców.;
511;§ 1. Kto zabiera w celu przywłaszczenia cudzą rzecz ruchomą,;
512;§ 3. W wypadku mniejszej wagi, sprawca czynu określonego w § 1, 1a lub 2;
513;§ 3a. Kto dopuszcza się kradzieży szczególnie zuchwałej,;
514;§ 4. Jeżeli kradzież popełniono na szkodę osoby najbliższej, ściganie następuje na wniosek pokrzywdzonego.;
515;§ 5. Przepisy § 1, 3, 3a i 4 stosuje się odpowiednio do kradzieży energii.;
516;;
517;§ 1. Kto kradnie z włamaniem,;
518;§ 2. Jeżeli kradzież z włamaniem popełniono na szkodę osoby najbliższej, ściganie następuje na wniosek pokrzywdzonego.;
519;§ 1. Kto kradnie, używając przemocy wobec osoby lub grożąc natychmiastowym jej użyciem albo doprowadzając człowieka do stanu nieprzytomności lub bezbronności,;
520;§ 2. Jeżeli sprawca rozboju posługuje się bronią palną, nożem lub innym podobnie niebezpiecznym przedmiotem lub środkiem obezwładniającym albo działa w inny sposób bezpośrednio zagrażający życiu lub wspólnie z inną osobą, która posługuje się taką bronią, przedmiotem, środkiem lub sposobem,;
521;Kto, w celu utrzymania się w posiadaniu zabranej rzeczy, bezpośrednio po dokonaniu kradzieży, używa przemocy wobec osoby lub grozi natychmiastowym jej użyciem albo doprowadza człowieka do stanu nieprzytomności lub bezbronności,;
522;§ 1. Kto, w celu osiągnięcia korzyści majątkowej, przemocą, groźbą zamachu na życie lub zdrowie albo gwałtownego zamachu na mienie, doprowadza inną osobę do rozporządzenia mieniem własnym lub cudzym albo do zaprzestania lub ograniczenia działalności gospodarczej,;
523;W wypadku mniejszej wagi, sprawca czynu określonego w art. 279 kradzież z włamaniem § 1, art. 280 rozbój § 1, art. 281 kradzież rozbójnicza lub art. 282 wymuszenie rozbójnicze,;
524;§ 1. Kto przywłaszcza sobie cudzą rzecz ruchomą lub prawo majątkowe,;
525;§ 2. Kto przywłaszcza sobie powierzoną mu rzecz ruchomą,;
526;§ 3. W wypadku mniejszej wagi lub przywłaszczenia rzeczy znalezionej, sprawca;
527;§ 4. Jeżeli przywłaszczenie nastąpiło na szkodę osoby najbliższej, ściganie następuje na wniosek pokrzywdzonego.;
528;§ 1. Kto, włączając się do urządzenia telekomunikacyjnego, uruchamia na cudzy rachunek impulsy telefoniczne,;
529;§ 2. Jeżeli czyn określony w § 1 popełniono na szkodę osoby najbliższej, ściganie następuje na wniosek pokrzywdzonego.;
530;§ 1. Kto, w celu osiągnięcia korzyści majątkowej, doprowadza inną osobę do niekorzystnego rozporządzenia własnym lub cudzym mieniem za pomocą wprowadzenia jej w błąd albo wyzyskania błędu lub niezdolności do należytego pojmowania przedsiębranego działania,;
531;§ 3. W wypadku mniejszej wagi, sprawca;
532;§ 4. Jeżeli czyn określony w § 1-3 popełniono na szkodę osoby najbliższej, ściganie następuje na wniosek pokrzywdzonego.;
533;§ 1. Kto, w celu osiągnięcia korzyści majątkowej lub wyrządzenia innej osobie szkody, bez upoważnienia, wpływa na automatyczne przetwarzanie, gromadzenie lub przekazywanie danych informatycznych lub zmienia, usuwa albo wprowadza nowy zapis danych informatycznych,;
534;§ 2. W wypadku mniejszej wagi, sprawca;
535;§ 3. Jeżeli oszustwo popełniono na szkodę osoby najbliższej, ściganie następuje na wniosek pokrzywdzonego.;
536;§ 1. Kto cudzą rzecz niszczy, uszkadza lub czyni niezdatną do użytku,;
537;§ 2. W wypadku mniejszej wagi, sprawca;
538;§ 3. Karze określonej w § 1 podlega także ten, kto przerywa lub uszkadza kabel podmorski albo narusza przepisy obowiązujące przy zakładaniu lub naprawie takiego kabla.;
539;§ 4. Ściganie przestępstwa określonego w § 1 lub 2 następuje na wniosek pokrzywdzonego.;
540;§ 1. Kto zabiera w celu krótkotrwałego użycia cudzy pojazd mechaniczny,;
541;§ 2. Jeżeli sprawca czynu określonego w § 1 pokonuje zabezpieczenie pojazdu przed jego użyciem przez osobę nieupoważnioną, pojazd stanowi mienie znacznej wartości albo sprawca następnie porzuca pojazd w stanie uszkodzonym lub w takich okolicznościach, że zachodzi niebezpieczeństwo utraty lub uszkodzenia pojazdu albo jego części lub zawartości,;
542;§ 3. Jeżeli czyn określony w § 1 popełniono używając przemocy lub grożąc natychmiastowym jej użyciem albo doprowadzając człowieka do stanu nieprzytomności lub bezbronności, sprawca;
543;§ 4. W wypadkach określonych w § 1-3 sąd może wymierzyć grzywnę obok kary pozbawienia wolności.;
544;§ 5. Jeżeli czyn określony w § 1-3 popełniono na szkodę osoby najbliższej, ściganie następuje na wniosek pokrzywdzonego.;
545;§ 1. Kto w celu przywłaszczenia dopuszcza się wyrębu drzewa w lesie,;
546;odpowiedzialności jak za kradzież.;
547;§ 2. W razie skazania za wyrąb drzewa albo za kradzież drzewa wyrąbanego lub powalonego, sąd orzeka na rzecz pokrzywdzonego nawiązkę w wysokości podwójnej wartości drzewa.;
548;§ 1. Kto rzecz uzyskaną za pomocą czynu zabronionego nabywa lub pomaga do jej zbycia albo tę rzecz przyjmuje lub pomaga do jej ukrycia,;
549;§ 2. W wypadku mniejszej wagi, sprawca;
550;§ 1. Kto rzecz, o której na podstawie towarzyszących okoliczności powinien i może przypuszczać, że została uzyskana za pomocą czynu zabronionego, nabywa lub pomaga do jej zbycia albo tę rzecz przyjmuje lub pomaga do jej ukrycia,;
551;§ 2. W wypadku znacznej wartości rzeczy, o której mowa w § 1, sprawca;
552;§ 1. Przepisy art. 291 paserstwo umyślne i art. 292 paserstwo nieumyślne stosuje się odpowiednio do programu komputerowego.;
553;§ 2. Sąd może orzec przepadek rzeczy określonej w § 1 oraz w art. 291 paserstwo umyślne i art. 292 paserstwo nieumyślne, chociażby nie stanowiła ona własności sprawcy.;
554;§ 1. Kto dopuszcza się przestępstwa określonego w art. 278 kradzież § 1, 1a, 2, 3a lub 5, art. 284 przywłaszczenie § 1 lub 2, art. 285 uruchomienie na cudzy rachunek impulsów telefonicznych § 1, art. 286 oszustwo § 1 lub 2, art. 287 oszustwo komputerowe § 1, art. 288 zniszczenie cudzej rzeczy § 1 lub 3, art. 290 kradzież drzewa z lasu § 1 lub w art. 291 paserstwo umyślne § 1, w stosunku do mienia znacznej wartości,;
555;§ 3. Kto dopuszcza się przestępstwa określonego w art. 278 kradzież § 1, 1a, 2, 3a lub 5, art. 279 kradzież z włamaniem § 1, art. 280 rozbój § 1, art. 281 kradzież rozbójnicza, art. 282 wymuszenie rozbójnicze, art. 284 przywłaszczenie § 1 lub 2, art. 285 uruchomienie na cudzy rachunek impulsów telefonicznych § 1, art. 286 oszustwo § 1 lub 2, art. 287 oszustwo komputerowe § 1, art. 288 zniszczenie cudzej rzeczy § 1 lub 3, art. 290 kradzież drzewa z lasu § 1 lub w art. 291 paserstwo umyślne § 1, w stosunku do mienia o wartości większej niż pięciokrotność kwoty określającej mienie wielkiej wartości,;
556;§ 4. Kto dopuszcza się przestępstwa określonego w art. 278 kradzież § 1, 1a, 2, 3a lub 5, art. 279 kradzież z włamaniem § 1, art. 280 rozbój, art. 281 kradzież rozbójnicza, art. 282 wymuszenie rozbójnicze, art. 284 przywłaszczenie § 1 lub 2, art. 285 uruchomienie na cudzy rachunek impulsów telefonicznych § 1, art. 286 oszustwo § 1 lub 2, art. 287 oszustwo komputerowe § 1, art. 288 zniszczenie cudzej rzeczy § 1 lub 3, art. 290 kradzież drzewa z lasu § 1 lub w art. 291 paserstwo umyślne § 1, w stosunku do mienia o wartości większej niż dziesięciokrotność kwoty określającej mienie wielkiej wartości,;
557;§ 1. Wobec sprawcy przestępstwa określonego w art. 278 kradzież, art 284-289, art. 291 paserstwo umyślne, art. 292 paserstwo nieumyślne lub art. 294 obostrzenie odpowiedzialności karnej, który dobrowolnie naprawił szkodę w całości albo zwrócił pojazd lub rzecz mającą szczególne znaczenie dla kultury w stanie nieuszkodzonym, sąd może zastosować nadzwyczajne złagodzenie kary, a nawet odstąpić od jej wymierzenia.;
558;§ 2. Wobec sprawcy przestępstwa wymienionego w § 1, który dobrowolnie naprawił szkodę w znacznej części, sąd może zastosować nadzwyczajne złagodzenie kary.;
559;§ 1. Kto, będąc obowiązany na podstawie przepisu ustawy, decyzji właściwego organu lub umowy do zajmowania się sprawami majątkowymi lub działalnością gospodarczą osoby fizycznej, prawnej albo jednostki organizacyjnej nie mającej osobowości prawnej, przez nadużycie udzielonych mu uprawnień lub niedopełnienie ciążącego na nim obowiązku, wyrządza jej znaczną szkodę majątkową,;
560;§ 1a. Jeżeli sprawca, o którym mowa w § 1, przez nadużycie udzielonych mu uprawnień lub niedopełnienie ciążącego na nim obowiązku, sprowadza bezpośrednie niebezpieczeństwo wyrządzenia znacznej szkody majątkowej,;
561;§ 2. Jeżeli sprawca przestępstwa określonego w § 1 lub 1a działa w celu osiągnięcia korzyści majątkowej,;
562;§ 3. Jeżeli sprawca przestępstwa określonego w § 1 lub 2 wyrządza szkodę majątkową w wielkich rozmiarach,;
563;§ 4. Jeżeli sprawca przestępstwa określonego w § 1 lub 3 działa nieumyślnie,;
564;§ 4a. Jeżeli pokrzywdzonym nie jest Skarb Państwa, ściganie przestępstwa określonego w § 1a następuje na wniosek pokrzywdzonego, wspólnika, akcjonariusza lub udziałowca pokrzywdzonej spółki lub członka pokrzywdzonej spółdzielni.;
565;§ 1. Kto, pełniąc funkcję kierowniczą w jednostce organizacyjnej wykonującej działalność gospodarczą lub pozostając z nią w stosunku pracy, umowy zlecenia lub umowy o dzieło, żąda lub przyjmuje korzyść majątkową lub osobistą albo jej obietnicę, w zamian za nadużycie udzielonych mu uprawnień lub niedopełnienie ciążącego na nim obowiązku mogące wyrządzić tej jednostce szkodę majątkową albo stanowiące czyn nieuczciwej konkurencji lub niedopuszczalną czynność preferencyjną na rzecz nabywcy lub odbiorcy towaru, usługi lub świadczenia,;
566;§ 3. W wypadku mniejszej wagi, sprawca czynu określonego w § 1 lub 2;
567;§ 4. Jeżeli sprawca czynu określonego w § 1 wyrządza znaczną szkodę majątkową,;
568;;
